B1_DESC;B1_DESC;Equivalencia;Cantidad;Cantidad Comprobantes;Cant Clientes;80/20;Meses Vendidos ;"Peso (Kg) 
(producto+empaque)";"Ancho (mm)
(producto+empaque)";"Largo(mm)
(producto+empaque)";"Alto(mm)
(producto+empaque)";Clasificacion CD
ROD30305SKF;30305;23700;275;105;62;0,01%;34;0,2568;22;65;67;BB1
ROD30306SKF;30306 J2/Q;23800;345;157;93;0,02%;35;0,3895;28;76;78;BB1
ROD30307SKF;30307;23900;526;158;80;0,03%;34;0,5270;30;84;86;AB1
ROD30308SKF;30308;24000;363;176;94;0,02%;36;0,7510;32;94;96;BB1
ROD30309SKF;30309 J2/Q;24200;348;191;87;0,03%;36;1,0010;34;104;106;AB1
ROD588SKF;BT1-0588;24200;36;24;12;0,00%;11;1,0398;34;104;106;CD1
ROD30310SKF;30310 J2/Q;24300;187;98;56;0,02%;32;1,2810;34;114;116;BB1
ROD30311SKF;30311;24400;171;66;42;0,03%;30;1,6000;39;124;126;AB1
ROD30311PEE;PER.30311;24400;3;1;1;0,00%;1;1,6650;143;143;38;OO9
ROD30312SKF;30312 J2/Q;24500;136;70;44;0,03%;31;1,9930;39;134;136;AB1
ROD30313SKF;30313;24600;49;29;11;0,02%;16;2,4000;40;144;146;BC1
ROD30314SKF;30314;24700;22;13;8;0,01%;10;2,9880;45;154;156;CD1
ROD30315SKF;30315 J2;24800;27;26;9;0,01%;15;3,5280;47;164;166;BC1
ROD30316SKF;30316 J2;24900;9;5;4;0,01%;5;4,2000;53;177;181;CD2
ROD30317SKF;30317 J2;25000;4;10;5;0,00%;6;4,8714;52;184;184;CD2
ROD30318SKF;30318 J2;25010;4;3;2;0,00%;2;5,7610;218;218;56;CD9
ROD30319SKF;30319;25020;22;7;4;0,03%;7;6,5940;220;225;57;AD2
ROD30320SKF;30320 J2;25040;62;17;3;0,07%;11;8,1110;240;245;58;AC1
ROD30322SKF;30322 J2;25062;3;1;1;0,00%;1;10,8800;268;268;69;OO9
ROD31305SKF;31305;25100;67;28;17;0,00%;18;0,2744;22;65;67;CC1
ROD31306SKF;31306;25200;52;15;12;0,01%;12;0,3917;28;76;78;CC1
ROD31307SKF2;31307 J2/Q;25300;60;30;16;0,01%;21;0,5390;30;84;86;CC1
ROD31308SKF2;31308 J2/QCL7C;25400;73;28;23;0,01%;19;0,7370;32;94;96;BC1
ROD31309SKF;31309 J2/QCL7C;25500;56;33;22;0,01%;23;0,9740;34;104;106;BC1
ROD31310SKF;31310 J2/QCL7C;25600;13;15;10;0,00%;10;1,2490;34;114;116;CD1
ROD31311SKF;31311 J2/Q;25700;27;15;10;0,01%;12;1,5500;39;124;126;BC1
ROD31312SKF2;31312;25800;33;19;14;0,01%;13;1,9700;39;134;136;BC1
ROD31313SKF;31313 J2/QCL7C;25900;32;30;13;0,01%;20;2,3682;45;144;146;BC1
ROD31314SKF;31314 J2/QCL7A;26000;28;20;9;0,01%;13;2,9270;45;154;156;BC1
ROD31315SKF;31315 J2;26010;1;1;1;0,00%;1;3,4590;47;164;166;CD9
ROD31316SKF;31316 J1/QCL7A;26100;6;5;4;0,01%;4;4,0160;51;178;175;CD2
ROD32303SKF;32303 J2;26200;4;2;2;0,00%;2;0,1785;29;65;67;CD9
ROD32304SKF;32304;26300;32;21;16;0,00%;16;0,2375;29;65;67;CC1
ROD32305SKF;32305 J2;26400;46;19;10;0,00%;15;0,3685;29;65;67;CC1
ROD32306SKF;32306;26500;99;52;42;0,01%;26;0,5710;34;76;78;BC1
ROD32307SKF;32307 J2/Q;26600;194;72;50;0,01%;33;0,7670;39;84;86;BB1
ROD32308SKF;32308;26700;155;70;39;0,02%;32;1,0640;40;104;106;BB1
ROD32309SKF;32309 J2/Q;26800;147;82;57;0,02%;29;1,4140;44;104;106;BB1
ROD592SKF2;BT1-0592;26800;19;13;11;0,00%;12;1,4300;44;104;106;CC1
ROD32310SKF;32310 BJ2/QCL7C;26990;4;2;1;0,00%;1;1,9880;49;114;116;CD9
ROD32310SKF2;32310;27000;202;118;62;0,03%;33;1,8550;49;114;116;AB1
ROD32311SKF2;32311 J2;27100;191;103;51;0,04%;31;2,3480;50;124;126;AB1
ROD32312SKF;32312 BJ2/QCL7C;27200;;2;1;0,00%;2;3,1190;53;134;136;CD9
ROD32312SKF2;32312 J2/Q;27200;193;95;57;0,04%;33;2,9540;53;134;136;AB1
ROD32313SKF;32313;27300;56;28;18;0,02%;16;3,5210;55;144;146;BC1
ROD32314SKF2;32314;27400;48;30;15;0,02%;17;4,2610;60;154;158;BC1
ROD32315SKF;32315;27500;47;30;16;0,02%;21;5,2880;62;164;166;BC1
ROD32316SKF2;32316 J2;27600;19;10;6;0,01%;7;6,3470;198;198;72;CD2
ROD32317SKF2;32317 J2;27700;27;24;10;0,02%;12;7,0240;208;208;76;CD1
ROD32318SKF;32318 J2;27710;13;7;4;0,01%;7;8,5910;218;218;76;OO9
ROD32319SKF;32319 J2;27720;2;1;1;0,00%;1;9,7200;228;228;77;OO9
ROD32320SKF;32320 J2;27800;;2;1;0,00%;1;12,6960;240;245;84;BD9
ROD32322SKF;32322;27820;2;1;1;0,00%;1;16,6680;260;265;91;OO9
ROD32915SKF;32915 TN9/QVG900;27850;1;1;1;0,00%;1;0,5070;26;114;116;OO9
ROD32004SKF;32004 X/Q;27900;87;25;19;0,00%;19;0,1008;23;55;57;CC1
ROD32005SKF;32005 X/Q;28000;4;1;1;0,00%;1;0,1132;21;54;54;CD9
ROD32005SKF2;32005 X/QVB015;28000;507;244;95;0,02%;35;0,1176;21;54;54;BB1
ROD32005PEE;PER.32005X;28000;94;64;16;0,00%;24;0,1180;64;64;19;CB1
ROD32006SKF;32006 X;28100;557;129;65;0,02%;36;0,1744;22;65;67;BB1
ROD32006PEE;PER.32006X;28100;171;19;8;0,00%;14;0,1700;64;64;19;CC1
ROD32007SKF;32007 J2/Q;28200;220;107;61;0,01%;33;0,2340;20;64;64;BB1
ROD32007SKF2;32007 X/Q;28200;263;114;67;0,01%;33;0,2295;29;65;67;BB1
ROD32007SKF3;32007 X/QVB003;28200;142;81;34;0,01%;34;0,2274;22;65;67;BB1
ROD32007PEE;PER.32007X;28200;41;25;11;0,00%;15;0,2390;79;79;22;CC1
ROD32008SKF;32008 X;28300;646;272;121;0,03%;36;0,2830;23;76;78;AB1
ROD32008PEE;PER.32008X;28300;40;20;13;0,00%;15;0,2840;79;79;22;CC1
ROD32009SKF2;32009 X/QVK210;28400;378;177;96;0,03%;36;0,3430;45;82;82;AB1
ROD32009PEE;PER.32009X;28400;43;20;10;0,00%;14;0,3530;90;90;22;CC1
ROD32010SKF;32010 X;28500;480;207;98;0,03%;36;0,3910;30;84;86;AB1
ROD32010PEE;PER.32010X-G;28500;29;11;10;0,00%;10;0,3660;90;90;22;CC1
ROD32011SKF;32011 X;28600;265;121;71;0,02%;35;0,5780;32;94;96;AB1
ROD32012SKF;32012 X/QCL7C;28700;54;32;26;0,01%;20;0,6040;29;104;106;BC1
ROD32013SKF;32013 X;28800;101;59;43;0,02%;24;0,6530;29;104;106;BB1
ROD32014SKF;32014 X/Q;28900;136;80;44;0,02%;32;0,8820;31;114;116;BB1
ROD32015SKF;32015 X;29000;54;33;24;0,01%;18;0,9400;33;124;126;BC1
ROD32016SKF;32016 X;29100;65;33;22;0,01%;16;1,3030;35;134;136;BC1
ROD32017SKF;32017 X;29200;8;9;7;0,00%;7;1,3810;35;134;136;CC1
ROD32018SKF2;32018 X;29300;272;97;51;0,07%;33;1,7800;40;144;146;AB1
ROD32019SKF;32019 X/Q;29400;51;34;22;0,02%;22;1,8900;40;155;157;BC1
ROD32020SKF;32020 X;29500;125;69;34;0,03%;28;1,9540;40;155;157;AB1
ROD32021SKF;32021 X/Q;29600;4;4;3;0,00%;3;2,4950;41;168;165;CD2
ROD32032SKF;32032 X;29620;1;1;1;0,00%;1;8,0020;260;265;60;OO9
ROD32022SKF;32022 X;29700;21;19;15;0,01%;12;3,1340;44;178;175;CC1
ROD32024SKF;32024 X;29800;43;29;18;0,02%;17;3,3660;45;184;186;BC1
ROD32026SKF;32026 X;29900;15;13;9;0,01%;11;5,0930;228;228;56;BC1
ROD32028SKF;32028 X;29910;10;7;4;0,01%;5;5,4010;230;235;56;BD1
ROD32028SKF2;32028 X/DF;29910;2;1;1;0,01%;1;11,0690;230;235;96;OO9
ROD32044SKF;32044 X;29920;3;3;1;0,01%;2;24,6430;360;365;87;BD9
ROD33010SKF;33010/Q;29970;4;4;4;0,00%;4;0,4665;30;84;86;CD2
ROD33011SKF;33011/Q;29980;26;19;16;0,01%;13;0,6860;32;94;96;CC1
ROD33012SKF;33012/Q;29990;17;14;10;0,01%;13;0,7360;34;104;106;CC1
ROD33013SKF;33013;30000;45;31;14;0,01%;19;0,7750;34;104;106;BC1
ROD33014SKF;33014;30010;22;6;4;0,00%;5;1,1046;39;114;116;BD1
ROD33015SKF;33015;30100;40;24;17;0,01%;18;1,1940;39;124;126;BC1
ROD33016SKF;33016/Q;30110;6;4;4;0,00%;4;1,6460;44;133;135;CD2
ROD33017SKF;33017;30200;16;18;16;0,00%;13;1,7390;42;134;136;CC1
ROD33018SKF;33018/Q;30300;24;4;4;0,01%;3;2,2470;45;144;146;CD9
ROD33019SKF;33019;30400;152;117;62;0,03%;33;2,3590;45;154;156;AB1
ROD33020SKF;33020;30410;76;48;31;0,02%;26;2,4430;45;154;156;BC1
ROD33021SKF;33021;30420;52;51;31;0,02%;23;3,1020;47;164;166;BC1
ROD33022SKF;33022;30430;86;57;36;0,04%;27;3,8960;51;178;175;AB1
ROD33024SKF;33024;30450;8;1;1;0,00%;1;4,2560;56;188;185;BD9
ROD33108SKF;33108/Q;30480;9;8;7;0,00%;7;0,5140;30;84;86;CD1
ROD33109SKF2;33109/Q;30490;122;35;24;0,01%;23;0,5640;35;84;86;BC1
ROD33110SKF;33110/Q;30500;8;7;5;0,00%;7;0,6050;32;94;96;CD2
ROD33111SKF;33111/Q;30510;32;25;20;0,00%;19;0,8820;40;104;106;CC1
ROD33112SKF;33112/Q;30520;20;19;10;0,00%;10;0,9440;40;104;106;CC1
ROD331474SKF;331474/Q;30520;13;10;8;0,00%;7;0,9250;40;104;106;CD2
ROD33113SKF2;33113;30530;82;49;31;0,02%;28;1,3098;44;114;116;BB1
ROD33114SKF;33114;30540;40;35;28;0,01%;22;1,7210;44;124;126;BC1
ROD33115SKF;33115/Q;30550;75;44;27;0,02%;26;1,8210;44;133;135;BC1
ROD33116SKF;33116/Q;30560;54;44;31;0,01%;24;1,9160;44;133;135;BC1
ROD33117SKF;33117/Q;30570;36;19;11;0,01%;13;2,4830;45;144;146;BC1
ROD33118SKF;33118/Q;30580;2;2;1;0,00%;2;3,1620;55;154;156;OO9
ROD33122SKF;33122;30590;4;7;2;0,00%;4;5,6940;200;205;76;CD2
ROD33205SKF;33205/QVQ077;30600;212;129;76;0,01%;35;0,2265;29;65;67;BB1
ROD33206SKF2;33206/Q;30610;48;20;13;0,01%;15;0,3660;34;76;78;CC1
ROD33207SKF;33207;30620;81;35;23;0,01%;22;0,5430;34;76;78;BC1
ROD33208SKF;33208;30700;831;354;165;0,06%;36;0,7390;39;84;86;AB1
ROD33209SKF2;33209;30900;120;72;42;0,02%;31;0,8130;37;94;96;BB1
ROD33210SKF;33210;30910;140;98;55;0,01%;34;0,8740;37;94;96;BB1
ROD33211SKF;33211;30920;88;42;25;0,01%;20;1,1920;44;104;106;BC1
ROD33212SKF2;33212/Q A;30930;43;26;13;0,01%;16;1,5400;40;110;110;CC1
ROD33213SKF2;33213;31000;195;108;61;0,03%;35;2,0290;50;124;126;AB1
ROD517SKF2;BT1-0517;31000;83;48;31;0,01%;22;2,0280;50;124;126;BC1
ROD33214SKF;33214;31010;90;45;32;0,02%;25;2,1410;49;134;136;AB1
ROD33215SKF;33215;31100;170;96;49;0,03%;32;2,2350;49;134;136;AB1
ROD33216SKF;33216;31150;36;13;5;0,01%;9;2,9560;55;144;146;BD1
ROD33217SKF;33217;31200;68;24;10;0,03%;18;3,6260;55;154;156;AC1
ROD70SKF19;T2ED 070/QCLNVB061;31270;32;28;20;0,01%;17;2,4360;49;134;136;BC1
ROD353115SKF;353115;33600;11;6;4;0,00%;6;0,3775;28;76;78;CD1
ROD51100SKF;51100;34400;2;2;2;0,00%;2;0,0222;17;45;47;CD2
ROD51101SKF;51101;34500;2;2;2;0,00%;2;0,0242;17;45;47;CD2
ROD51102SKF;51102;34600;113;16;9;0,00%;11;0,0248;17;45;47;CC1
ROD51103SKF;51103;34700;34;10;8;0,00%;6;0,0281;17;45;47;CD1
ROD51104SKF;51104;34800;125;49;31;0,00%;25;0,0404;17;45;47;CB1
ROD51105SKF;51105;34900;78;35;25;0,00%;21;0,0605;17;45;47;CC1
ROD51106SKF;51106;35000;257;65;39;0,01%;29;0,0690;19;50;52;BB1
ROD51107SKF;51107;35100;58;38;25;0,00%;19;0,0899;19;55;57;CC1
ROD51108SKF;51108;35200;190;48;26;0,01%;26;0,1236;22;65;67;BC1
ROD51109SKF;51109;35300;36;21;17;0,00%;18;0,1536;23;76;78;CC1
ROD51110SKF;51110;35400;170;57;39;0,01%;28;0,1670;23;76;78;BB1
ROD51111SKF;51111;35500;96;42;18;0,01%;22;0,2320;25;84;86;BC1
ROD51112SKF;51112;35600;103;31;21;0,01%;22;0,3086;23;89;91;BC1
ROD51113SKF;51113;35700;2;2;2;0,00%;2;0,3400;27;94;96;CD2
ROD51114SKF;51114;35800;46;15;8;0,01%;9;0,3575;25;104;106;BC1
ROD51115SKF;51115;35900;16;14;10;0,00%;12;0,4142;25;104;106;CD1
ROD51116SKF;51116;36000;11;9;5;0,00%;9;0,4300;26;114;116;CD1
ROD51117SKF;51117;36100;30;20;14;0,00%;11;0,4420;26;114;116;CC1
ROD51118SKF;51118;36200;52;29;17;0,01%;20;0,6750;28;124;126;CC1
ROD51120SKF;51120;36400;15;9;3;0,00%;6;0,9977;32;144;146;CD2
ROD51122SKF;51122;36500;3;3;3;0,00%;3;1,0706;32;154;156;CD2
ROD51124SKF;51124;36520;2;2;2;0,00%;2;1,1544;34;164;166;CD9
ROD51128SKF;51128;36600;24;2;2;0,01%;2;1,9250;39;188;185;BD2
ROD51144SKF2;51144 M;36720;4;1;1;0,01%;1;4,7000;53;280;285;BD9
ROD51201SKF;51201;36900;16;3;2;0,00%;2;0,0352;17;45;47;CD2
ROD51202SKF;51202;37000;12;6;3;0,00%;4;0,0462;17;45;47;CD2
ROD51203SKF;51203;37100;12;9;6;0,00%;8;0,0536;17;45;47;CD1
ROD51204SKF;51204;37200;147;20;12;0,00%;14;0,0840;19;50;52;CC1
ROD51205SKF;51205;37300;294;30;22;0,01%;20;0,1165;19;50;52;BC1
ROD51206SKF;51206;37400;31;22;17;0,00%;16;0,1360;19;55;57;CC1
ROD51207SKF;51207;37500;52;17;12;0,00%;12;0,2124;22;65;67;CC1
ROD51208SKF;51208;37600;73;34;20;0,01%;20;0,2796;23;76;78;CC1
ROD51209SKF;51209;37700;46;24;15;0,00%;18;0,2945;28;76;78;CC1
ROD51210SKF;51210;37800;95;55;30;0,01%;27;0,3713;25;84;86;BC1
ROD51211SKF;51211;37900;31;20;11;0,01%;10;0,6000;32;94;96;CD2
ROD51212SKF;51212;38000;71;35;13;0,01%;18;0,6600;34;104;106;BC1
ROD51213SKF;51213;38100;28;15;10;0,00%;11;0,7400;34;104;106;CD1
ROD51214SKF;51214;38200;47;19;10;0,01%;12;0,7900;31;114;116;CC1
ROD51215SKF;51215;38300;10;5;5;0,00%;4;0,8310;31;114;116;CD2
ROD51216SKF;51216;38400;8;7;5;0,00%;5;0,9100;33;124;126;CD1
ROD51217SKF;51217;38500;10;4;3;0,00%;4;1,2360;35;134;136;CD2
ROD51218SKF;51218;38510;2;4;3;0,00%;3;1,6824;40;144;146;CD2
ROD51220SKF;51220;38600;7;5;3;0,00%;5;2,2060;53;157;161;CD2
ROD217SKF10;U 217;38660;6;2;2;0,00%;2;0,3280;29;134;136;CD9
ROD51305SKF;51305;38800;19;8;5;0,00%;7;0,1710;26;55;57;CD1
ROD51306SKF;51306;38900;15;8;6;0,00%;7;0,2577;29;65;67;CD2
ROD51307SKF;51307;39000;3;2;2;0,00%;2;0,3702;28;76;78;CD2
ROD51308SKF;51308;39100;19;11;6;0,00%;7;0,5420;35;84;86;CD1
ROD51309SKF;51309;39200;13;6;4;0,00%;5;0,6630;32;94;96;CD2
ROD51310SKF;51310;39300;24;9;5;0,00%;8;0,9460;34;104;106;CD1
ROD51311SKF;51311;39400;47;19;6;0,01%;11;1,2880;39;114;116;BC1
ROD51312SKF;51312;39500;14;9;3;0,00%;7;1,3440;39;114;116;CD1
ROD51313SKF;51313;39600;8;6;5;0,00%;6;1,4644;39;124;126;CD2
ROD51314SKF;51314;39700;22;12;7;0,01%;8;1,9854;44;133;135;CD1
ROD51315SKF;51315;39800;10;10;4;0,00%;8;2,5904;50;144;146;CD1
ROD51316SKF;51316;39900;5;4;3;0,00%;4;2,7000;50;144;146;CD2
ROD51318SKF;51318;40100;5;3;2;0,00%;3;3,7489;57;164;166;BD2
ROD51406SKF;51406;40310;21;11;3;0,00%;6;0,5191;34;76;78;CD2
ROD51407SKF;51407;40400;2;1;1;0,00%;1;0,7630;39;84;86;CD9
ROD51410SKF;51410;40560;7;7;1;0,00%;6;2,0340;49;114;116;CD9
ROD51413SKF;51413 TN9;40610;4;4;3;0,00%;4;3,9988;154;154;62;CD2
ROD52202SKF;52202;40710;60;3;1;0,01%;3;0,0860;26;55;57;OO9
ROD52210SKF;52210;40900;8;8;6;0,00%;8;0,7000;92;92;48;CD1
ROD52211SKF;52211;41000;3;2;1;0,00%;2;1,0860;102;102;53;CD9
ROD52212SKF;52212;41100;1;1;1;0,00%;1;1,1950;112;112;51;CD9
ROD52213SKF;52213;41200;1;1;1;0,00%;1;1,3150;112;112;52;OO9
ROD52216SKF;52216;41400;8;6;2;0,00%;4;1,6776;134;134;56;CD2
ROD52217SKF;52217;41420;1;1;1;0,00%;1;2,3000;59;134;136;CD9
ROD52306SKF;52306;41600;1;1;1;0,00%;1;0,4680;49;65;67;CD9
ROD52307SKF;52307;41610;3;2;2;0,00%;2;0,7000;49;76;78;CD9
ROD52308SKF;52308;41620;3;3;3;0,00%;3;1,0348;92;92;54;CD9
ROD54207SKF;54207;42160;7;3;3;0,00%;3;0,4273;49;65;67;CD2
ROD7000SKF;7000 CD/P4A;42600;4;1;1;0,00%;1;0,0249;17;45;47;OO9
ROD7003SKF;7003 CD/P4A;42630;8;1;1;0,00%;1;0,0420;17;45;47;OO9
ROD7006SKF2;7006 CDGA/P4A;42660;6;5;2;0,00%;4;0,1200;22;65;67;CD2
ROD7007SKF3;7007 CD/P4ADGA;42670;35;9;1;0,04%;7;0,3220;44;65;67;AD2
ROD7008SKF;7008 ACD/P4A;42700;1;1;1;0,00%;1;0,2020;23;75;77;OO9
ROD7011SKF;7011 CD/P4A;42710;1;1;1;0,00%;1;0,3890;27;93;95;CD9
ROD7011SKF3;7011 CD/P4ADGA;42710;47;40;15;0,06%;22;0,7770;54;93;95;AC1
ROD7014SKF5;7014 CD/P4ADGA;42720;6;3;1;0,01%;3;1,2350;54;114;122;BD9
ROD7012SKF2;7012 ACDGA/P4A;42730;1;1;1;0,00%;1;0,4180;25;103;105;OO9
ROD7012SKF3;7012 CD/P4A;42730;24;10;1;0,03%;9;0,4180;25;103;105;BD1
ROD7012SKF4;7012 CD/P4ADGA;42730;11;9;2;0,02%;9;0,8370;50;103;105;BD1
ROD7013SKF2;7013 ACDGA/P4A;42760;2;1;1;0,00%;1;0,4390;25;103;105;CD9
ROD7204SKF6;7204 CD/P4ADBB;42810;5;2;1;0,01%;2;0,2150;44;65;67;OO9
ROD7204SKF7;7204 CD/P4ADGA;42810;8;3;1;0,01%;3;0,2150;44;65;67;BD9
ROD7206SKF2;7206 ACD/P4ATGB;42830;1;1;1;0,00%;1;0,6150;66;65;67;CD9
ROD7206SKF10;7206 CD/P4ADGA;42830;10;9;1;0,01%;9;0,4100;44;65;67;BC1
ROD7204SKF4;7204 BEP;43200;136;43;26;0,01%;20;0,1050;19;50;52;BB1
ROD7207SKF7;7207 CD/P4A;43500;6;1;1;0,00%;1;0,2940;23;75;77;CD9
ROD7208SKF2;7208 ACD/P4ADBC;43600;2;1;1;0,00%;1;0,7660;50;83;85;OO9
ROD7208SKF10;7208 CD/P4ADGA;43600;;2;1;0,00%;1;0,7660;50;83;85;OO9
ROD7210SKF2;7210 ACDGA/P4A;43800;4;1;1;0,00%;1;0,4750;27;93;95;CD9
ROD7210SKF7;7210 CD/P4ADGA;43800;35;35;11;0,05%;23;0,9490;54;93;95;AC1
ROD7211SKF5;7211 CD/P4ADGA;43900;3;5;2;0,01%;4;1,2440;54;114;122;CD9
ROD6205SKF6;6205 MA/C3;47600;22;6;1;0,00%;6;0,1474;22;65;67;CD9
ROD6205SKF21;6205-2RSLTN9/HC5C3WT;47600;4;3;2;0,00%;2;0,1220;22;65;67;CD2
ROD6210SKF3;6210 MA/C3;47910;28;16;5;0,01%;12;0,5520;25;104;106;BD1
ROD6215SKF18;6215/C3VL0241;48004;1;1;1;0,00%;1;1,2145;40;144;146;CD9
ROD21313SKF4;21313 EK/C3;51600;12;4;2;0,00%;3;2,5361;40;144;146;CD2
ROD21314SKF;21314 E;51700;47;34;15;0,02%;20;3,1918;45;154;156;BC1
ROD21314SKF2;21314 E/C3;51700;6;5;3;0,00%;3;3,1918;45;154;156;CD9
ROD21316SKF;21316 E;52000;13;9;5;0,01%;8;4,6007;46;177;181;BD2
ROD21316SKF2;21316 E/C3;52000;16;9;6;0,01%;7;4,6007;46;177;181;BD1
ROD22212SKF;22212 E;53700;285;117;56;0,08%;32;1,1755;33;124;126;AB1
ROD22216SKF4;22216 EK;54500;589;231;70;0,22%;36;2,0969;40;144;146;AB1
ROD22316SKF6;22316 E;58200;143;64;22;0,10%;28;6,3497;65;177;181;AC1
ROD22318SKF5;22318 E;58600;54;42;18;0,04%;17;8,8151;73;200;205;AC1
AUT4515SKF;VKUA 4515 A;59900;1;1;1;0,00%;1;0,3900;110;110;50;CD9
AUT4532SKF;VKUA 4532 A;60200;1;1;1;0,00%;1;2,7480;62;154;156;OO9
ROD6209SKF;6209;62710;204;48;20;0,00%;27;0,4200;23;89;91;CC1
AUT4511SKF;VKUA 4511 A;62710;2;2;2;0,00%;2;0,4100;;;;OO9
ROD6319SKF;6319;64570;29;17;8;0,01%;11;5,7706;58;220;225;BD1
AUT4528SKF;VKUA 4528 A;65000;3;2;2;0,00%;2;3,4000;;;;OO9
AUT4544SKF;VKUA 4544 A;66900;3;2;2;0,00%;2;1,9900;;;;CD9
AUT4569SKF;VKUA 4569 A;67000;1;1;1;0,00%;1;1,2166;45;115;120;CD9
AUT4574SKF;VKUA 4574 A;70500;1;1;1;0,00%;1;2,3200;62;154;156;CD9
AUT4538SKF;VKUA 4538 A;70580;1;1;1;0,00%;1;;;;;OO9
ROD6317SKF;6317;73800;137;34;12;0,03%;20;4,2300;51;197;201;AC1
AUT4541SKF;VKUA 4541 A;74500;2;2;2;0,00%;2;2,3600;154;152;62;CD9
AUT4505SKF;VKUA 4505 A;75020;1;1;1;0,00%;1;;;;;OO9
ROD308SKF;308;75700;1;1;1;0,00%;1;0,6895;27;94;96;CD9
ROD6000SKF;6000;76700;69;18;9;0,00%;15;0,0200;9;60;60;CC1
ROD6001SKF2;6001 TN9/C3;76800;2;1;1;0,00%;1;0,0214;9;60;60;CD9
ROD6002SKF;6002;76900;79;14;8;0,00%;11;0,0308;17;45;47;CC1
ROD6004SKF2;6004 TN9/C3;77100;13;8;3;0,00%;5;0,0688;19;55;57;CD1
ROD6004SKF4;6004/C3;77100;18;3;1;0,00%;3;0,0726;19;55;57;CD9
ROD6005SKF;6005;77200;73;19;12;0,00%;14;0,0807;19;55;57;CC1
ROD6005SKF3;6005/C3;77200;14;8;6;0,00%;7;0,0808;19;55;57;CD1
ROD6006SKF;6006;77300;99;17;8;0,00%;15;0,1174;22;65;67;CC1
ROD6006SKF5;6006/C3;77300;2;1;1;0,00%;1;0,1174;22;65;67;OO9
ROD6007SKF6;6007/C3;77400;1;1;1;0,00%;1;0,1524;22;65;67;CD9
ROD6007SKF5;6007 NR/C3;77410;25;17;13;0,00%;12;0,1660;23;76;78;CC1
ROD6008SKF6;6008/C3;77500;11;6;6;0,00%;5;0,1970;23;76;78;CD2
ROD6008SKF7;6008/C4;77500;32;6;1;0,00%;5;0,1970;23;76;78;CD1
ROD6008SKF5;6008 NR;77510;4;3;2;0,00%;3;0,2090;25;84;86;CD9
ROD6009SKF;6009;77600;46;18;12;0,00%;12;0,2500;25;84;86;CC1
ROD6009SKF3;6009/C3;77600;13;6;2;0,00%;6;0,2500;25;84;86;CD1
ROD6009SKF2;6009 NR;77610;45;33;27;0,00%;24;0,2590;23;89;91;CC1
ROD6010SKF;6010;77700;31;19;16;0,00%;16;0,2700;25;84;86;CC1
ROD6010SKF3;6010/C3;77700;34;15;6;0,00%;11;0,2700;25;84;86;CC1
ROD6010SKF2;6010 NR;77710;14;8;7;0,00%;7;0,2830;27;94;96;CD1
ROD6011SKF;6011;77800;55;19;14;0,00%;16;0,3929;25;104;106;CC1
ROD6011SKF3;6011/C3;77800;39;14;5;0,00%;12;0,3929;25;104;106;CC1
ROD6011SKF2;6011 NR;77810;25;14;7;0,00%;11;0,4080;25;104;106;CC1
ROD6012SKF;6012;77900;107;47;22;0,01%;24;0,4167;25;104;106;CC1
ROD6012SKF2;6012/C3;77900;9;6;6;0,00%;6;0,4167;25;104;106;CD1
ROD6013SKF3;6013/C3;78000;28;23;9;0,00%;16;0,4558;26;114;116;CC1
ROD6013SKF2;6013 NR;78010;7;6;5;0,00%;6;0,4716;26;114;116;CD2
ROD6014SKF7;6014/C3;78101;8;2;1;0,00%;2;0,6304;28;124;126;CD9
ROD6014SKF2;6014 M;78102;69;26;9;0,02%;17;0,7160;28;124;126;BC1
ROD6014SKF3;6014 M/C3;78103;10;2;2;0,00%;2;0,7209;28;124;126;CD9
ROD6014SKF4;6014 M/C3S0;78105;2;3;1;0,00%;2;;;;;CD9
ROD6014SKF6;6014 NR;78110;1;1;1;0,00%;1;0,6568;28;124;126;CD9
ROD6015SKF;6015;78200;25;17;12;0,00%;11;0,6644;28;124;126;CC1
ROD6015SKF2;6015 M;78200;35;17;4;0,01%;12;0,7540;28;124;126;BC1
ROD6015SKF6;6015/C3;78201;8;4;4;0,00%;4;0,6644;28;124;126;CD2
ROD6015SKF5;6015 NR;78210;2;2;1;0,00%;2;0,6921;28;124;126;CD9
ROD6016SKF4;6016/C3;78300;38;19;10;0,00%;15;0,8883;29;134;136;CC1
ROD6017SKF5;6017/C3;78400;28;20;7;0,01%;15;0,9402;32;144;146;CD1
ROD6017SKF3;6017 NR;78410;8;10;8;0,00%;8;0,9756;32;144;146;CD1
ROD6018SKF;6018;78500;17;10;7;0,00%;8;1,1862;32;154;156;CD1
ROD6018SKF3;6018/C3;78500;4;3;2;0,00%;3;1,1862;32;154;156;CD9
ROD6019SKF;6019;78600;23;9;4;0,00%;7;1,2375;32;154;156;CD1
ROD6019SKF3;6019/C3;78600;13;5;2;0,00%;5;1,2475;32;154;156;CD2
ROD6021SKF;6021;78800;64;16;6;0,01%;11;1,6059;36;174;176;BC1
ROD6021SKF2;6021/C3;78800;12;9;7;0,00%;8;1,6059;36;174;176;CD2
ROD6021SKF3;6021/C4;78800;3;1;1;0,00%;1;1,6059;36;174;176;OO9
ROD6021SKF4;6021-2RS1;78830;30;13;3;0,01%;9;1,6192;36;174;176;BC1
